setup mrf node 1
done setup mrf
check_mrf
pan FFFFABBA
addr 2842
MRF_PACON2 98
MRF_TXSTBL 95
MRF_RFCON0 13
MRF_RFCON1 1
MRF_RFCON2 80
MRF_RFCON6 90
MRF_RFCON7 80
MRF_RFCON8 10
MRF_SLPCON1 21
MRF_BBREG2 80
MRF_CCAEDTH 60
MRF_BBREG6 41
done check_mrf
received;errors;begin;end;total;test_size;packet_size
0;0;0;0;0;100;20
0;0;0;0;0
1;0;1076;1076;0
100;0;4151;4562;411
100;0;5573;5995;422
100;0;7006;7429;423
100;0;8439;8862;423
100;0;9873;10306;433
100;0;11317;11751;434
100;0;12763;13184;421
100;0;14194;14622;428
100;0;15634;16067;433
100;0;17077;17507;430
100;0;18516;18928;412
100;0;19939;20370;431
100;0;21381;21803;422
100;0;22813;23234;421
100;0;24244;24663;419
100;0;25673;26090;417
100;0;27101;27522;421
100;0;28531;28947;416
100;0;29958;30363;405
100;0;31374;31798;424
100;0;32808;33236;428
100;0;34248;34688;440
100;0;35696;36118;422
100;0;37130;37548;418
100;0;38556;38981;425
100;0;39992;40416;424
100;0;41426;41856;430
100;0;42865;43273;408
100;0;44283;44712;429
100;0;45722;46148;426
100;0;47159;47601;442
100;0;48613;49032;419
100;0;50042;50470;428
100;0;51481;51900;419
100;0;52911;53327;416
100;0;54338;54751;413
100;0;55759;56180;421
100;0;57190;57627;437
100;0;58637;59059;422
100;0;60068;60487;419
100;0;61497;61925;428
100;0;62936;63364;428
100;0;64373;64802;429
100;0;65814;66237;423
100;0;67247;67675;428
100;0;68685;69100;415
100;0;70110;70523;413
100;0;71532;71944;412
100;0;72955;73381;426
100;0;74393;74819;426
100;0;75830;76256;426
100;0;77266;77691;425
100;0;78701;79123;422
100;0;80134;80566;432
100;0;81576;82012;436
100;0;83023;83441;418
100;0;84452;84871;419
100;0;85880;86294;414
100;0;87303;87727;424
100;0;88738;89157;419
100;0;90168;90577;409
100;0;91588;92014;426
100;0;93024;93449;425
100;0;94458;94881;423
100;0;95891;96307;416
100;0;97318;97738;420
100;0;98748;99170;422
100;0;100178;100599;421
100;0;101610;102039;429
100;0;103051;103460;409
100;0;104469;104899;430
100;0;105909;106339;430
100;0;107350;107770;420
100;0;108782;109210;428
100;0;110220;110643;423
100;0;111653;112064;411
100;0;113074;113504;430
100;0;114514;114932;418
100;0;115944;116374;430
100;0;117385;117794;409
100;0;118805;119220;415
100;0;120229;120640;411
100;0;121649;122081;432
100;0;123091;123523;432
100;0;124531;124962;431
100;0;125971;126392;421
100;0;127401;127838;437
100;0;128848;129277;429
100;0;130287;130705;418
100;0;131716;132148;432
100;0;133156;133579;423
100;0;134591;135004;413
100;0;136013;136432;419
100;0;137442;137860;418
100;0;138869;139281;412
100;0;140292;140711;419
100;0;141723;142158;435
100;0;143169;143592;423
100;0;144602;145039;437
100;0;146051;146480;429
100;0;147490;147921;431
100;0;148931;149366;435
